Title,Clients last day,Rating,Voters,Price,Kitchen,Location,Boroughs
Applebee's Grill and Bar - Staten Island - New Dorp Ln.,NA,NA,NA,0,Italian,Staten Island,Staten Island
Max's Esca,NA,NA,NA,0,American,Staten Island,Staten Island
Pizza Viccis,NA,NA,NA,0,Italian,Staten Island,Staten Island
Holy Schnitzel,NA,NA,NA,0,American,Staten Island,Staten Island
Happy Fortune Chinese Rest,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Barios Fine Family Dining,NA,NA,NA,0,Italian,Staten Island,Staten Island
Outback Steakhouse - Staten Island,NA,NA,NA,0,Steak,Staten Island,Staten Island
Corner House BBQ,NA,4.4,125,0,Barbecue,Staten Island,Staten Island
Dynasty Taste,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Lucky Star H K Incorporated,NA,NA,NA,0,American,Staten Island,Staten Island
Carrabbas- Staten Island,NA,NA,NA,0,Italian,Staten Island,Staten Island
Peking Taste Restaurant,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Colonnade Diner,NA,NA,NA,0,American,Staten Island,Staten Island
Red Robin - Staten Island,NA,NA,NA,0,American,Staten Island,Staten Island
Hip Wo Kitchen,NA,NA,NA,0,American,Staten Island,Staten Island
1001 Night Cafe Dessert Inc,NA,NA,NA,0,American,Staten Island,Staten Island
Dave & Buster's - Staten Island,NA,NA,NA,0,American,Staten Island,Staten Island
Yum Yum Glatt,NA,NA,NA,0,American,Staten Island,Staten Island
King Pizza,NA,NA,NA,0,Italian,Staten Island,Staten Island
Dairy Palace,NA,NA,NA,0,Italian,Staten Island,Staten Island
Schaffer's Tavern,NA,NA,NA,0,Grill,Staten Island,Staten Island
Waterfalls Italian Cuisine,NA,NA,NA,0,Italian,Staten Island,Staten Island
Royal Canton Garden Inc,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Cafe Del Mondo,NA,NA,NA,0,Italian,Staten Island,Staten Island
THALI BAR BAAR,NA,4.7,3,0,Indian,Staten Island,Staten Island
Cucina Mia,NA,NA,NA,0,Italian,Staten Island,Staten Island
Don Pepino,NA,NA,NA,0,Italian,Staten Island,Staten Island
Joe's Lobster House,NA,4.2,7,0,Seafood,Staten Island,Staten Island
Thai Fresh,NA,NA,NA,0,Thai,Staten Island,Staten Island
Staten Island Diner,NA,NA,NA,0,American,Staten Island,Staten Island
Lucy's Rest.,NA,NA,NA,0,Latin American,Staten Island,Staten Island
The Beer Garden,NA,NA,NA,0,American,Staten Island,Staten Island
Applebee's Grill and Bar - Staten Island Mall,NA,NA,NA,0,Italian,Staten Island,Staten Island
Noodle Fan,NA,NA,NA,0,Asian,Staten Island,Staten Island
Goodfella’s Brick Oven Pizza & Restaurant - Victory,NA,4.0,35,0,Italian,Staten Island,Staten Island
Aladdin Grill Restaurant,NA,NA,NA,0,Greek,Staten Island,Staten Island
Sing Bo Restaurant Corporation,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Victory Cantina,NA,NA,NA,0,Mexican,Staten Island,Staten Island
Michael's Martinis and Meatballs,NA,4.4,199,0,Contemporary Italian,Staten Island,Staten Island
China Taste,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Bella Vita Pork Store Incorporated,NA,NA,NA,0,Italian,Staten Island,Staten Island
Tokyo Sushi Japanese,NA,NA,NA,0,Japanese,Staten Island,Staten Island
Slice And Ice,NA,NA,NA,0,Italian,Staten Island,Staten Island
Villa Monte Restaurant & Pizzeria,NA,NA,NA,0,Italian,Staten Island,Staten Island
Ariemma's Italian Deli,NA,NA,NA,0,Italian,Staten Island,Staten Island
Z-one Restaurant Diner,NA,NA,NA,0,American,Staten Island,Staten Island
Fortune Garden Restaurant,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Cafe J,NA,NA,NA,0,American,Staten Island,Staten Island
Primo Pizzeria,NA,NA,NA,0,Italian,Staten Island,Staten Island
Red Apple Restuarant,NA,NA,NA,0,American,Staten Island,Staten Island
Mike's Unicorn Diner,NA,NA,NA,0,American,Staten Island,Staten Island
Jimmy Max,NA,NA,NA,0,Italian,Staten Island,Staten Island
Ninis Cafe & P Ks Lounge,NA,NA,NA,0,Italian,Staten Island,Staten Island
Pacos Mexican Bistro,NA,NA,NA,0,Mexican,Staten Island,Staten Island
Genki Sushi House,NA,NA,NA,0,Sushi,Staten Island,Staten Island
Sapporo Sushi Resteraunt,NA,NA,NA,0,Sushi,Staten Island,Staten Island
New Sapporo Sushi House,NA,NA,NA,0,Sushi,Staten Island,Staten Island
Bliss Restaurant - Staten Island,NA,NA,NA,0,American,Staten Island,Staten Island
Rocky Italian Deli,NA,NA,NA,0,Italian,Staten Island,Staten Island
M & J Pizza Incorporated,NA,NA,NA,0,Italian,Staten Island,Staten Island
Villa Paradiso,NA,NA,NA,0,Italian,Staten Island,Staten Island
Amboy Diner,NA,NA,NA,0,American,Staten Island,Staten Island
608 Midland Ave Caffe Corp,NA,NA,NA,0,American,Staten Island,Staten Island
Chili's Grill & Bar - Staten Island,NA,NA,NA,0,American,Staten Island,Staten Island
Verrazano Grill,NA,NA,NA,0,American,Staten Island,Staten Island
Applebee's Grill and Bar - Staten Island - Expressway Plaza,NA,NA,NA,0,American,Staten Island,Staten Island
Buffalo Wild Wings,NA,NA,NA,0,Grill,Staten Island,Staten Island
Manresa Columbian Club Inc,NA,NA,NA,0,American,Staten Island,Staten Island
The Tasty Grill Inc,NA,NA,NA,0,American,Staten Island,Staten Island
La Piazza Pizzeria & Restaurant,NA,NA,NA,0,Italian,Staten Island,Staten Island
All Star Pizza,NA,NA,NA,0,Italian,Staten Island,Staten Island
Cielo Ristaurante,NA,NA,NA,0,American,Staten Island,Staten Island
Pepper Jack Grill,NA,NA,NA,0,American,Staten Island,Staten Island
Perkins Restaurant & Bakery,NA,NA,NA,0,American,Staten Island,Staten Island
La Candela Espanola,NA,NA,NA,0,Mexican,Staten Island,Staten Island
A Taste Of Honey,NA,NA,NA,0,American,Staten Island,Staten Island
Royal Cucina,NA,NA,NA,0,Italian,Staten Island,Staten Island
Piccolino Restaurant,NA,NA,NA,0,Italian,Staten Island,Staten Island
Bam Sports Bar & Grill,NA,NA,NA,0,Grill,Staten Island,Staten Island
Mimmo's Brick Oven Pizza,NA,NA,NA,0,Italian,Staten Island,Staten Island
Lucky Fortune Chinese Restaurant,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Benvenuti Pizzeria E Trattoria,NA,NA,NA,0,Italian,Staten Island,Staten Island
The RoadHouse Restaurant,NA,NA,NA,0,Italian,Staten Island,Staten Island
Casa Nova,NA,NA,NA,0,Mexican,Staten Island,Staten Island
Nonna's Pizzeria,NA,NA,NA,0,Italian,Staten Island,Staten Island
Top Tomato,NA,NA,NA,0,American,Staten Island,Staten Island
Cafe Luna,NA,NA,NA,0,Italian,Staten Island,Staten Island
New Wing Hing Restaurant,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Kraja Cafe Ltd,NA,NA,NA,0,American,Staten Island,Staten Island
Arirang Hibachi Steakhouse - Staten Island,NA,NA,NA,0,Hibachi,Staten Island,Staten Island
Grand Plaza,NA,NA,NA,0,American,Staten Island,Staten Island
Bungalow 18,NA,NA,NA,0,American,Staten Island,Staten Island
Yum Eastern,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Arirang Hibachi Steakhouse,NA,NA,NA,0,Steakhouse,Staten Island,Staten Island
Golden Dove,NA,NA,NA,0,Italian,Staten Island,Staten Island
Sayori,NA,NA,NA,0,Sushi,Staten Island,Staten Island
Hibachi Grill & Supreme Buffet,NA,NA,NA,0,American,Staten Island,Staten Island
Indian Express,NA,NA,NA,0,Indian,Staten Island,Staten Island
Empire Szechuan Restaurant Incorporated,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Cafe Vorrei,NA,NA,NA,0,American,Staten Island,Staten Island
Mug Shots,NA,NA,NA,0,Grill,Staten Island,Staten Island
New Empire King,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Commons Cafe,NA,NA,NA,0,American,Staten Island,Staten Island
Coadys Emerald Pub,NA,NA,NA,0,Grill,Staten Island,Staten Island
China New Star Restaurant,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Miyabi II Asian Fusion,NA,NA,NA,0,Asian,Staten Island,Staten Island
Rosebank Incorporated,NA,NA,NA,0,American,Staten Island,Staten Island
My Pizza,NA,NA,NA,0,Italian,Staten Island,Staten Island
Crown Palace Iii,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Mandarin House Restaurant,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Cuzco Peruvian Restaurant,NA,NA,NA,0,Latin American,Staten Island,Staten Island
Yum Yum Chinese Restaurant,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Marina Cafe,NA,4.7,2,0,Italian,Staten Island,Staten Island
Al-humza Hala Meat & Restaurant,NA,NA,NA,0,American,Staten Island,Staten Island
Fuji Sushi Llc,NA,NA,NA,0,Sushi,Staten Island,Staten Island
Nino's Restaurant,NA,NA,NA,0,Italian,Staten Island,Staten Island
West Shore Inn Restaurant,NA,NA,NA,0,American,Staten Island,Staten Island
Patrizia's,NA,NA,NA,0,Italian,Staten Island,Staten Island
Fiore Di Mare,NA,NA,NA,0,Italian,Staten Island,Staten Island
Paradise Restaurant,NA,NA,NA,0,Tapas / Small Plates,Staten Island,Staten Island
Marie S Gourmet,NA,NA,NA,0,American,Staten Island,Staten Island
Coles Dockside,NA,NA,NA,0,Seafood,Staten Island,Staten Island
El Pollo Restaurant,NA,NA,NA,0,Mexican,Staten Island,Staten Island
Rinconcito Paisa,NA,NA,NA,0,Mexican,Staten Island,Staten Island
Better Gourmet Health Kitchen,NA,NA,NA,0,American,Staten Island,Staten Island
China Chalet,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Joe Broadway's Sports Pub,NA,5.0,1,0,American,Staten Island,Staten Island
Kingdom Cafe Pizzeria Restaurant,NA,NA,NA,0,Italian,Staten Island,Staten Island
East Sushi Japanese Restaurant,NA,NA,NA,0,Japanese,Staten Island,Staten Island
Aka Sushi Japanese Restaurant,NA,NA,NA,0,Japanese,Staten Island,Staten Island
Charlie Brown's Steakhouse - Staten Island,NA,NA,NA,0,Steakhouse,Staten Island,Staten Island
Randazzo's Famous Clam Bar,NA,NA,NA,0,Seafood,Staten Island,Staten Island
Chan Shu Hong Chinese Restaurant,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Big Al Ii,NA,NA,NA,0,Italian,Staten Island,Staten Island
Sabor A Mexico,NA,NA,NA,0,Mexican,Staten Island,Staten Island
Bonond Restaurant,NA,NA,NA,0,American,Staten Island,Staten Island
Mama Rosaria,NA,NA,NA,0,Italian,Staten Island,Staten Island
Fortune Sushi Restaurant Incorporated,NA,NA,NA,0,Sushi,Staten Island,Staten Island
Desert Rose Cafe & Lounge,NA,NA,NA,0,Grill,Staten Island,Staten Island
Giuliana's,NA,NA,NA,0,Italian,Staten Island,Staten Island
Crystal Room,NA,NA,NA,0,American,Staten Island,Staten Island
Giovannis Cafe Incorporated,NA,NA,NA,0,Italian,Staten Island,Staten Island
Old Cafe,NA,NA,NA,0,American,Staten Island,Staten Island
Reggiano's II,NA,NA,NA,0,Italian,Staten Island,Staten Island
Kiku Japanese Restaurant,NA,NA,NA,0,Japanese,Staten Island,Staten Island
Panini Grill,NA,4.7,30,0,Italian,Staten Island,Staten Island
Andrews Diner,NA,NA,NA,0,American,Staten Island,Staten Island
La Stanza By Nove,NA,NA,NA,0,Italian,Staten Island,Staten Island
Polish Delicious,NA,NA,NA,0,Eastern European,Staten Island,Staten Island
Puglia Of Hester,NA,NA,NA,0,Italian,Staten Island,Staten Island
Cucumber Sushi & Salad Bar,NA,NA,NA,0,Sushi,Staten Island,Staten Island
Portobello Cafe,NA,NA,NA,0,Café,Staten Island,Staten Island
Labetti Post,NA,NA,NA,0,American,Staten Island,Staten Island
Chens Garden Ii,NA,NA,NA,0,American,Staten Island,Staten Island
Exit 13 Lounge,NA,NA,NA,0,American,Staten Island,Staten Island
Mandarino Pizza Grill,NA,NA,NA,0,Chinese,Staten Island,Staten Island
MARMAR Restaurant,NA,4.5,9,0,Mediterranean,Staten Island,Staten Island
PhilAm Kusina,NA,4.9,11,0,Filipino,Staten Island,Staten Island
Seaside Pizza Bar & Grill,NA,NA,NA,0,Italian,Staten Island,Staten Island
Via Margherita,NA,4.8,18,0,Italian,Staten Island,Staten Island
Hong Kong Kitchen,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Basilio Inn Restaurant,NA,NA,NA,0,Italian,Staten Island,Staten Island
Da Noi - Downtown,NA,NA,NA,0,American,Staten Island,Staten Island
The Belvedere Club @ Casa Belvedere,NA,NA,NA,0,Italian,Staten Island,Staten Island
Genki Sushi Restaurant,NA,NA,NA,0,Sushi,Staten Island,Staten Island
Golden Palace Chinese Take Out,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Mona Lisa Pizzeria & Restaurants,NA,NA,NA,0,Italian,Staten Island,Staten Island
Mangia Fresh Kitchen,NA,NA,NA,0,American,Staten Island,Staten Island
Green Island Restaurant,NA,NA,NA,0,American,Staten Island,Staten Island
Angelos Pizzeria,NA,NA,NA,0,Italian,Staten Island,Staten Island
Il Sogno Ristorante - Staten Island,NA,4.4,60,0,Italian,Staten Island,Staten Island
The Pizza Parlor,NA,4.9,3,0,Pizzeria,Staten Island,Staten Island
Play Sports Bar,NA,NA,NA,0,Sports Bar,Staten Island,Staten Island
El Famoso Restaurant Corporation,NA,NA,NA,0,Mexican,Staten Island,Staten Island
Twisted Dish Tavern,NA,NA,NA,0,Grill,Staten Island,Staten Island
Rosebank Tavern,NA,NA,NA,0,Grill,Staten Island,Staten Island
J's On The Bay,NA,NA,NA,0,American,Staten Island,Staten Island
Montalbano's,NA,NA,NA,0,Italian,Staten Island,Staten Island
Joann's Deli,NA,NA,NA,0,American,Staten Island,Staten Island
Island Garden Chinese Restaurant,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Danny Blaines Bay St Saloon,NA,NA,NA,0,Grill,Staten Island,Staten Island
Lakruwana,NA,NA,NA,0,Sri Lankan,Staten Island,Staten Island
The Hop Shoppe,NA,4.5,25,0,American,Staten Island,Staten Island
Wynwood,NA,NA,NA,0,American,Staten Island,Staten Island
Gringo's - Staten Island,NA,4.2,45,0,Mexican,Staten Island,Staten Island
Surf,NA,4.5,120,0,Grill,Staten Island,Staten Island
Marani Restaurant,NA,NA,NA,0,American,Staten Island,Staten Island
Lettuce Eat Cafe,NA,NA,NA,0,American,Staten Island,Staten Island
Flagship Brewing Co.,NA,NA,NA,0,Brewery,Staten Island,Staten Island
DaddyO's BBQ,NA,4.5,28,0,Barbecue,Staten Island,Staten Island
Pinos Pizzeria,NA,NA,NA,0,Italian,Staten Island,Staten Island
Ciro Pizza Cafe,NA,NA,NA,0,Italian,Staten Island,Staten Island
Tsujiki Sushi Restaurant,NA,NA,NA,0,Sushi,Staten Island,Staten Island
Daddyo S Bbq,NA,NA,NA,0,Barbecue,Staten Island,Staten Island
Islander Taste Chinese Restaurant,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Big Nose Kates Saloon Incorporated,NA,NA,NA,0,American,Staten Island,Staten Island
South Fin Grill,NA,3.9,493,0,Seafood,Staten Island,Staten Island
The Old Bermuda Inn,NA,NA,NA,0,Italian,Staten Island,Staten Island
Caffe Azzurro,NA,NA,NA,0,American,Staten Island,Staten Island
The Diner,NA,NA,NA,0,American,Staten Island,Staten Island
Mr. Ciao,NA,4.4,14,0,Italian,Staten Island,Staten Island
Ariana's South,NA,NA,NA,0,Italian,Staten Island,Staten Island
La Cuisine Takeout,NA,NA,NA,0,Mexican,Staten Island,Staten Island
Lobster House Joe’s,NA,4.4,8,0,Seafood,Staten Island,Staten Island
Loon Chuan Chinese Restaurant,NA,NA,NA,0,Chinese,Staten Island,Staten Island
La Rosa Grill,NA,NA,NA,0,American,Staten Island,Staten Island
Fushimi - Page,NA,4.9,19,0,Japanese,Staten Island,Staten Island
Il Pallino,NA,4.2,42,0,Italian,Staten Island,Staten Island
Mizu Japanese Hibachi Steak House,NA,NA,NA,0,Japanese,Staten Island,Staten Island
DaddyO's BBQ & Sports Bar,NA,NA,NA,0,Barbecue,Staten Island,Staten Island
Villa Monte Pizzeria & Restaurant,NA,NA,NA,0,Italian,Staten Island,Staten Island
The Factory - Jersey City,NA,NA,NA,0,American,Staten Island,Staten Island
DiSara?s Restaurant,NA,NA,NA,0,Japanese,Staten Island,Staten Island
ACHLA!,NA,NA,NA,0,Mediterranean,Staten Island,Staten Island
Title,Clients last day,Rating,Voters,Price,Kitchen,Location,Boroughs
The Highlawn,NA,4.4,239,0,American,West Orange,New Jersey - North
Allegory,3,NA,145,0,Bar / Lounge / Bottle Service,Montclair,New Jersey - North
Halcyon Brasserie,6,4.6,1582,0,Contemporary American,Montclair,New Jersey - North
DelMonico,3,4.3,432,0,Steakhouse,Cedar Grove,New Jersey - North
Fresco Da Franco,31,4.5,1075,0,Italian,Montclair,New Jersey - North
Blue Steel Pizza Company,29,4.7,308,0,American,"Bloomfield, New Jersey",New Jersey - North
Amanda's Restaurant,31,4.7,1926,0,Contemporary American,Hoboken,New Jersey - North
Elia,67,4.8,1844,0,Mediterranean,East Rutherford,New Jersey - North
Zeugma,30,4.7,770,0,Mediterranean,Montclair,New Jersey - North
Brix,2,4.8,36,0,Italian,Montclair,New Jersey - North
Laboratorio Kitchen,43,4.8,1431,0,Contemporary American,Montclair,New Jersey - North
Sweet T's Southern Eatery,24,4.6,252,0,Southern,Montclair,New Jersey - North
Spuntino Wine Bar and Italian Tapas,25,4.6,1073,0,Italian,Clifton,New Jersey - North
Samba - Montclair,55,4.6,167,0,Brazilian,Montclair,New Jersey - North
Fascino,31,4.5,1953,0,Italian,Montclair,New Jersey - North
The Brookdale,NA,4.5,142,0,American,"Bloomfield, New Jersey",New Jersey - North
Uncle Momo,4,4.5,88,0,Lebanese,Montclair,New Jersey - North
Verona Inn Tavern,8,4.6,207,0,American,"Verona, New Jersey",New Jersey - North
Bitol Mexican Kitchen & Handcrafted Cantina Home,7,4.5,183,0,Mexican,Clifton,New Jersey - North
Greek Taverna - Montclair,4,4.4,478,0,Greek,Montclair,New Jersey - North
Fornos of Spain,26,4.7,1363,0,Spanish,Newark,New Jersey - North
Corso 98,11,4.4,76,0,Italian,Montclair,New Jersey - North
Bella Luce,NA,4.0,355,0,Italian,Nutley,New Jersey - North
Avenue Bistro Pub - Verona,5,4.5,81,0,American,"Verona, New Jersey",New Jersey - North
Vesta Wood-Fired,11,4.5,158,0,Italian,Carlstadt,New Jersey - North
Joe's Crab Shack - Clifton,8,4.4,126,0,Seafood,Clifton,New Jersey - North
The Shannon Rose of Clifton,1,4.2,204,0,Irish,Clifton,New Jersey - North
Uno Pizzeria & Grill - Clifton,1,4.3,111,0,American,Clifton,New Jersey - North
Samurai Sushi,2,4.9,30,0,Sushi,East Rutherford,New Jersey - North
Joia Restaurant,NA,4.5,25,0,Portuguese,"Harrison, New Jersey",New Jersey - North
Shaking Crab - Clifton,3,4.5,44,0,Seafood,Clifton,New Jersey - North
ZIZINIA Seafood Kitchen and Raw Bar,NA,NA,1,0,Seafood,East Rutherford,New Jersey - North
Shaking Crab - Harrison NJ,1,3.0,2,0,Seafood,"Harrison, New Jersey",New Jersey - North
Son Cubano - New Jersey,47,4.5,2100,0,Cuban,West New York,New Jersey - North
Amelia's Bistro - New Jersey,9,4.4,608,0,Contemporary American,Jersey City,New Jersey - North
The Fox & Falcon,NA,4.4,437,0,American,South Orange,New Jersey - North
Robert's Scratch Kitchen,8,4.7,556,0,Continental,Totowa,New Jersey - North
Ventanas at the Modern,67,4.3,1547,0,Contemporary Latin,Fort Lee,New Jersey - North
1958 Cuban Cuisine,12,4.8,769,0,Cuban,Westfield,New Jersey - North
Rails Steakhouse,78,4.6,2474,0,Steakhouse,Montville,New Jersey - North
Marcus at Nohu Rooftop,47,4.2,1295,0,American,Weehawken,New Jersey - North
The Boil - Jersey City,5,4.5,381,0,Seafood,Jersey City,New Jersey - North
Frankie - Jersey City,2,4.6,234,0,Australian,Jersey City,New Jersey - North
GrilleStone - Scotch Plains,5,4.2,666,0,American,Scotch Plains,New Jersey - North
Ruth's Chris Steak House - Jersey City,10,4.5,434,0,Steakhouse,Jersey City,New Jersey - North
McLoone's Boathouse,24,3.9,3090,0,American,West Orange,New Jersey - North
Lefkes,20,4.5,444,0,Greek,Englewood Cliffs,New Jersey - North
The Capital Grille - Paramus,118,4.8,2739,0,Steakhouse,Paramus,New Jersey - North
Serenade,36,4.7,2142,0,French American,Chatham,New Jersey - North
LT Bar & Grill,61,4.3,565,0,American,Hackensack,New Jersey - North
Molos,36,4.6,1484,0,Seafood,Weehawken,New Jersey - North
Sofia - Englewood,42,4.6,978,0,Steak,Englewood,New Jersey - North
"Benihana - Short Hills, NJ",54,3.6,1764,0,Japanese,Short Hills,New Jersey - North
The Capital Grille - Parsippany,92,4.9,418,0,American,Parsippany,New Jersey - North
Oceanos Restaurant,48,4.7,2894,0,Seafood,Fairlawn,New Jersey - North
Hudson Hound - Jersey City,NA,4.5,89,0,American,Jersey City,New Jersey - North
Nero's Grille,22,4.8,555,0,Steakhouse,Livingston,New Jersey - North
Halifax,27,4.6,498,0,Farm-to-table,Hoboken,New Jersey - North
Ruth's Chris Steak House - Weehawken,84,4.6,1797,0,Steakhouse,Weehawken,New Jersey - North
Elysian Cafe,24,4.7,106,0,Café,Hoboken,New Jersey - North
Hudson & Co,7,4.5,319,0,American,Jersey City,New Jersey - North
Ristorante MV,51,4.6,145,0,Italian,Bernardsville,New Jersey - North
Jockey Hollow Bar and Kitchen - The Oyster Bar,38,4.6,1388,0,American,Morristown,New Jersey - North
Waterside Restaurant and Catering,26,4.5,1108,0,American,North Bergen,New Jersey - North
Ruth's Chris Steak House - Short Hills,58,4.5,97,0,Steakhouse,Short Hills,New Jersey - North
Pier 115,32,4.4,735,0,American,Edgewater,New Jersey - North
The Highwood,NA,4.5,274,0,American,Weehawken,New Jersey - North
Seasons 52 - Hanover,94,4.6,372,0,American,Hanover,New Jersey - North
Sanzari's New Bridge Inn,12,4.7,478,0,Italian,"New Milford, New Jersey",New Jersey - North
"Rare, the Steak House",32,4.7,1422,0,Steakhouse,"Little Falls, New Jersey",New Jersey - North
Central Park - New Jersey,NA,4.1,70,0,Contemporary American,Roselle,New Jersey - North
Fiorino,48,4.8,1377,0,Italian,Summit,New Jersey - North
Del Frisco’s Grille - Hoboken,50,4.3,1173,0,Steakhouse,Hoboken,New Jersey - North
Ainsworth Hoboken,3,4.3,286,0,American,Hoboken,New Jersey - North
Sweet Waters Steak House,4,4.8,1381,0,Steakhouse,Westfield,New Jersey - North
Adega Grill,16,4.6,841,0,Portuguese,Newark,New Jersey - North
Felina,31,4.3,396,0,Contemporary Italian,"Ridgewood, New Jersey",New Jersey - North
La Pergola,17,4.6,1225,0,Italian,Millburn,New Jersey - North
Snow Globes at NoHu Rooftop,NA,4.0,70,0,American,Weehawken,New Jersey - North
Uncle Momo - Jersey City,NA,5.0,24,0,Lebanese,Jersey City,New Jersey - North
Ho-Ho-Kus Inn & Tavern,17,4.5,1005,0,American,Ho-Ho-Kus,New Jersey - North
Washington House Restaurant,31,4.6,1069,0,Contemporary American,Basking Ridge,New Jersey - North
Fin Raw Bar - Summit,9,4.6,444,0,Seafood,Summit,New Jersey - North
Scalini Fedeli - Chatham,21,4.8,1945,0,Italian,Chatham,New Jersey - North
The Hutton Restaurant & Bar,9,4.7,286,0,American,Jersey City,New Jersey - North
Stern & Bow,25,4.6,548,0,Contemporary American,Closter,New Jersey - North
Legal Sea Foods - Short Hills,NA,4.3,2095,0,Seafood,Short Hills,New Jersey - North
Light Horse Tavern,24,4.8,1249,0,Contemporary American,Jersey City,New Jersey - North
The Madison Bar and Grill,10,4.4,419,0,American,Hoboken,New Jersey - North
Shumi Japanese Cuisine,21,4.6,484,0,Japanese,"Ridgewood, New Jersey",New Jersey - North
True Food Kitchen - Hackensack,18,4.5,258,0,American,Hackensack,New Jersey - North
Morton's The Steakhouse - Hackensack,42,4.6,2091,0,Steakhouse,Hackensack,New Jersey - North
Edward's Steakhouse,22,4.5,958,0,Steakhouse,Jersey City,New Jersey - North
MoonShine - Modern Supper Club,34,4.6,1020,0,American,Millburn,New Jersey - North
100 Steps Kitchen + Raw Bar,NA,4.8,748,0,Seafood,Cranford,New Jersey - North
The Brass Rail Hoboken NJ,18,4.5,469,0,American,Hoboken,New Jersey - North
"The Hill - Closter, NJ",27,4.7,735,0,American,Closter,New Jersey - North
The Feathered Fox,18,4.4,52,0,Steakhouse,Livingston,New Jersey - North
Fleming's Steakhouse - Edgewater,4,4.7,1021,0,Steak,Edgewater,New Jersey - North
